City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,barra de santo antonio,-9.4047,-35.5072,299.75,85,100,3.95,BR,1706492500
285,colipapa,9.4726,122.5616,301.49,63,100,7.44,PH,1706492501
286,qarauyl,48.9451,79.255,259.14,98,100,1.91,KZ,1706492502
287,independence,39.0911,-94.4155,280.05,76,0,0.0,US,1706492503
288,mandera,3.9366,41.867,299.92,68,100,5.74,KE,1706492503
289,mount isa,-20.7333,139.5,302.02,51,100,2.57,AU,1706492505
290,al hazm,16.1641,44.7769,293.15,46,62,0.6,YE,1706492506
291,genhe,50.7833,121.5167,245.89,87,39,1.25,CN,1706492507
292,malango,-2.9627,119.9001,300.8,62,99,0.81,ID,1706492508
293,gadzhiyevo,69.2551,33.3362,273.7,90,100,11.45,RU,1706492509
294,port moresby,-9.4431,147.1797,304.31,54,65,3.04,PG,1706492510
295,manado,1.487,124.8455,302.58,74,20,1.03,ID,1706492511
296,el porvenir,13.7617,-87.3458,300.78,61,22,3.2,HN,1706492511
297,nzerekore,7.7562,-8.8179,291.61,30,10,0.37,GN,1706492512
298,gorgan,36.8387,54.4348,279.13,100,100,0.0,IR,1706492513
299,northam,51.0333,-4.2167,286.29,93,100,4.83,GB,1706492392
300,kargasok,59.0556,80.8572,255.91,96,100,3.58,RU,1706492515
301,kalmunai,7.4167,81.8167,299.1,84,91,6.2,LK,1706492516
302,miramichi,47.0043,-65.4654,272.18,96,100,0.31,CA,1706492517
303,kone,-21.0595,164.8658,304.17,51,90,4.75,NC,1706492518
304,gazojak,41.1875,61.4036,274.29,82,99,5.42,TM,1706492519
305,tornio,65.8481,24.1466,274.16,92,100,8.25,FI,1706492520
306,victoria falls,-17.9235,25.843,292.81,73,83,0.93,ZW,1706492521
307,road town,18.4167,-64.6167,298.17,78,20,2.57,VG,1706492522
308,pithoragarh,29.5833,80.2167,274.13,53,0,1.33,IN,1706492523
309,fisterra,42.9049,-9.2629,290.23,74,100,10.38,ES,1706492524
310,morogoro,-6.8167,37.6667,295.13,99,100,1.08,TZ,1706492525
311,kalabo,-14.97,22.6814,291.55,72,5,2.45,ZM,1706492361
312,netrakona,24.8833,90.7167,288.1,57,1,2.15,BD,1706492527
313,altai,46.3722,96.2583,256.82,51,100,0.82,MN,1706492528
314,laghouat,33.8,2.8651,282.4,51,20,1.97,DZ,1706492529
315,crane,31.3974,-102.3501,286.27,36,15,4.73,US,1706492530
316,richards bay,-28.783,32.0377,296.03,77,17,5.05,ZA,1706492531
317,fort bragg,35.139,-79.006,286.9,50,75,5.66,US,1706492532
318,dhidhdhoo,6.8833,73.1,300.1,66,30,3.36,MV,1706492533
319,porto novo,6.4965,2.6036,300.05,61,16,1.58,BJ,1706492452
320,leh,34.1667,77.5833,265.43,88,98,1.67,IN,1706492535
321,ola,59.5833,151.2833,256.99,74,6,2.12,RU,1706492536
322,sisimiut,66.9395,-53.6735,251.49,98,100,4.01,GL,1706492537
323,kruisfontein,-34.0033,24.7314,290.31,71,30,0.32,ZA,1706492539
324,vadso,70.0744,29.7487,274.24,86,100,5.66,NO,1706492540
325,ketchikan,55.3422,-131.6461,284.41,76,100,4.63,US,1706492541
326,summerside,46.3959,-63.7876,272.22,93,100,1.54,CA,1706492542
327,kachia,9.8667,7.95,292.54,24,0,4.11,NG,1706492543
328,praia da vitoria,38.7333,-27.0667,287.46,76,40,5.11,PT,1706492406
329,abong mbang,3.9833,13.1833,292.45,42,15,1.84,CM,1706492544
330,palikir - national government center,6.9248,158.1611,303.62,70,75,5.66,FM,1706492545
331,ulenje,-8.9333,33.6833,288.38,97,100,0.58,TZ,1706492546
332,novo aripuana,-5.1206,-60.3797,296.42,99,100,1.66,BR,1706492547
333,aljezur,37.3191,-8.8033,287.23,69,100,3.14,PT,1706492548
334,tsiombe,-25.3,45.4833,295.76,83,14,5.55,MG,1706492398
335,turtas,58.9417,69.1325,251.88,100,91,1.37,RU,1706492550
336,puerto gaitan,4.3133,-72.0816,303.14,39,34,3.23,CO,1706492283
337,sorong,-0.8833,131.25,301.25,78,52,2.19,ID,1706492552
338,arkhangel'sk,64.5401,40.5433,271.21,92,100,4.0,RU,1706492553
339,long beach,33.767,-118.1892,296.47,44,0,0.45,US,1706492296
340,jiexiu,37.0244,111.9125,273.75,27,0,1.02,CN,1706492555
341,khandyga,62.6667,135.6,233.44,98,98,0.22,RU,1706492557
342,manay,7.215,126.5397,299.58,86,99,4.35,PH,1706492558
343,villa la angostura,-40.7617,-71.6463,283.04,57,0,2.5,AR,1706492559
344,zaozersk,69.4005,32.4476,274.19,90,100,12.06,RU,1706492560
345,maloh,9.056,122.9851,300.21,67,100,6.27,PH,1706492561
346,menaka,15.9182,2.4022,291.4,17,0,4.72,ML,1706492561
347,morondava,-20.2833,44.2833,297.9,78,8,0.66,MG,1706492562
348,brookings,44.3114,-96.7984,274.47,93,0,3.09,US,1706492563
349,vorgashor,67.5833,63.95,260.16,95,100,5.04,RU,1706492564
350,galle,6.0367,80.217,298.25,88,62,2.48,LK,1706492565
351,puerto princesa,9.7392,118.7353,301.14,69,20,5.14,PH,1706492566
352,jupiter,26.9342,-80.0942,293.18,74,100,6.69,US,1706492567
353,sandnessjoen,66.0217,12.6316,280.44,93,100,20.3,NO,1706492568
354,yuzhno-kurilsk,44.0306,145.8556,273.36,93,89,5.98,RU,1706492363
355,lautoka,-17.6167,177.4667,303.07,62,40,5.14,FJ,1706492570
356,fort st. john,56.2499,-120.8529,278.09,70,40,3.6,CA,1706492432
357,cole harbour,44.6724,-63.4751,273.25,92,100,1.06,CA,1706492449
358,hasaki,35.7333,140.8333,283.31,45,2,6.63,JP,1706492572
359,kerikeri,-35.2268,173.9474,294.77,81,63,5.25,NZ,1706492573
360,puerto ayacucho,5.6639,-67.6236,300.61,64,25,0.89,VE,1706492574
361,saint-georges,12.0564,-61.7485,297.97,88,20,7.2,GD,1706492575
362,san pedro pochutla,15.7333,-96.4667,299.99,72,54,0.94,MX,1706492576
363,mejit,10.2753,170.8646,298.71,76,100,6.87,MH,1706492577
364,konstantinovka,49.6167,127.9833,252.52,89,39,3.39,RU,1706492577
365,qamdo,31.1667,97.2333,262.61,36,5,2.62,CN,1706492578
366,korsakov,46.6328,142.7813,268.06,84,100,2.4,RU,1706492579
367,huangmei,30.1924,116.025,280.97,50,100,1.68,CN,1706492580
368,tevriz,57.509,72.4042,258.81,97,100,1.51,RU,1706492581
369,kristiansund,63.1115,7.732,282.51,76,75,12.86,NO,1706492581
370,isafjordur,66.0755,-23.124,266.81,87,98,1.75,IS,1706492582
371,lodja,-3.4833,23.4333,295.48,84,100,0.84,CD,1706492584
372,clearwater,27.9659,-82.8001,288.12,78,0,10.28,US,1706492577
373,yilan,24.757,121.753,292.07,88,99,0.69,TW,1706492586
374,rurrenabaque,-14.4413,-67.5278,298.15,91,74,0.7,BO,1706492587
375,assomada,15.1,-23.6833,292.9,68,3,4.09,CV,1706492588
376,beloretsk,53.9631,58.3981,254.0,100,60,0.89,RU,1706492588
377,qa'en,33.7265,59.1844,276.6,52,0,0.53,IR,1706492589
378,seven pagodas,12.6264,80.1722,296.18,74,79,4.73,IN,1706492591
379,vanimo,-2.6741,141.3028,302.6,70,99,1.55,PG,1706492592
380,wynyard,-41.0,145.7167,293.9,63,100,5.1,AU,1706492593
381,kuanda,56.3161,116.0806,239.92,95,45,0.38,RU,1706492594
382,tralee,52.2704,-9.7026,278.41,90,100,1.15,IE,1706492398
383,ulety,51.3572,112.4849,249.6,89,100,0.43,RU,1706492595
384,narvik,68.4384,17.4272,279.82,86,100,5.0,NO,1706492596
385,rio grande,-32.035,-52.0986,294.51,85,7,4.05,BR,1706492597
386,santa cruz,-17.8,-63.1667,300.85,74,75,4.12,BO,1706492342
387,san jose del guaviare,2.5729,-72.6459,300.13,48,23,1.5,CO,1706492599
388,almyros,39.1822,22.7594,275.85,65,40,2.57,GR,1706492600
389,katsuura,35.1333,140.3,282.79,49,1,5.55,JP,1706492601
390,gamba,-2.65,10.0,299.58,89,100,1.68,GA,1706492602
391,ta`u,-14.2336,-169.5144,302.33,75,62,5.45,AS,1706492603
392,sola,-13.8833,167.55,301.12,74,100,4.57,VU,1706492604
393,shakawe,-18.3667,21.85,294.21,61,1,2.44,BW,1706492604
394,inhambane,-23.865,35.3833,296.98,83,5,2.7,MZ,1706492605
395,mezhdurechensk,53.6942,88.0603,260.57,97,100,0.27,RU,1706492607
396,poggio rusco,44.9749,11.1187,278.21,61,0,0.35,IT,1706492608
397,ghanzi,-21.5667,21.7833,295.26,65,34,3.73,BW,1706492609
398,enewetak,11.3474,162.3373,299.32,70,97,6.99,MH,1706492610
399,muroto-misakicho,33.2833,134.15,282.45,59,7,0.62,JP,1706492611
400,galveston,29.3669,-94.9669,286.51,65,0,3.6,US,1706492611
401,prabumulih,-3.45,104.25,300.68,76,32,2.38,ID,1706492612
402,tomball,30.0972,-95.6161,286.52,73,0,0.0,US,1706492347
403,naze,28.3667,129.4833,287.66,56,76,4.43,JP,1706492605
404,dabou,5.3256,-4.3769,298.74,88,1,1.97,CI,1706492615
405,cabedelo,-6.9811,-34.8339,300.52,80,85,4.1,BR,1706492616
406,thunder bay,48.4001,-89.3168,269.1,93,0,1.03,CA,1706492552
407,chonchi,-42.6128,-73.8092,286.71,89,0,1.32,CL,1706492367
408,swift current,50.2834,-107.8014,278.6,81,0,6.17,CA,1706492618
409,daru,-9.0763,143.2092,305.43,56,53,2.99,PG,1706492619
410,ocean shores,46.9737,-124.1563,288.16,98,100,4.12,US,1706492620
411,ivdel',60.6911,60.4206,258.25,96,100,0.89,RU,1706492621
412,nurota,40.5614,65.6886,277.09,96,100,3.92,UZ,1706492622
413,guerrero negro,27.9769,-114.0611,292.97,42,96,3.82,MX,1706492373
414,mount pearl,47.5166,-52.7813,271.95,82,100,6.69,CA,1706492624
415,ujae,8.9322,165.7642,299.47,70,89,6.64,MH,1706492625
416,eiguliai,54.9282,23.9329,275.18,88,100,1.54,LT,1706492625
417,puerto san jose,13.9256,-90.8244,299.86,76,4,2.35,GT,1706492626
418,mossel bay,-34.1831,22.146,292.46,82,36,1.31,ZA,1706492627
419,kununurra,-15.7667,128.7333,304.14,70,100,3.09,AU,1706492628
420,belmonte,-15.8631,-38.8828,298.48,88,100,3.98,BR,1706492629
421,elverum,60.8819,11.5623,274.64,92,100,4.93,NO,1706492630
422,tonekabon,36.8163,50.8738,280.12,75,64,1.38,IR,1706492631
423,goyerkata,26.6998,89.0257,288.66,49,1,0.76,IN,1706492631
424,humberto de campos,-2.5983,-43.4611,297.79,94,99,1.98,BR,1706492632
425,bojia,26.4672,111.9681,280.15,87,100,0.9,CN,1706492633
426,rakops,-21.0167,24.3333,299.4,48,68,2.85,BW,1706492634
427,alice springs,-23.7,133.8833,312.16,11,43,2.57,AU,1706492635
428,lompoc,34.6391,-120.4579,293.58,59,0,4.63,US,1706492439
429,lauro de freitas,-12.8944,-38.3272,300.16,89,75,4.12,BR,1706492636
430,sao joao da barra,-21.6403,-41.0511,297.03,94,100,0.39,BR,1706492637
431,camacupa,-12.0167,17.4833,290.01,96,100,2.0,AO,1706492638
432,conduaga,8.862,117.4893,301.47,62,85,2.6,PH,1706492639
433,saki,8.6667,3.3833,297.03,20,0,2.02,NG,1706492640
434,"laikit, laikit ii (dimembe)",1.4792,124.9735,300.62,74,20,1.03,ID,1706492641
435,steinbach,50.1667,8.5667,276.84,82,0,0.51,DE,1706492642
436,beipiao,41.7919,120.7792,263.64,36,5,4.21,CN,1706492643
437,port pirie,-33.1833,138.0167,302.72,37,0,5.58,AU,1706492370
438,kananga,-5.8958,22.4178,294.39,95,100,0.49,CD,1706492645
439,la libertad,-2.2333,-80.9,298.76,83,95,3.25,EC,1706492646
440,coaticook,45.1334,-71.7991,273.05,97,100,2.24,CA,1706492422
441,muisne,0.6,-80.0333,299.21,89,100,0.31,EC,1706492648
442,yueyang,29.3333,113.0919,280.63,77,100,2.27,CN,1706492583
443,east london,-33.0153,27.9116,295.6,89,95,3.58,ZA,1706492650
444,rolla,37.9514,-91.7713,274.19,87,40,1.54,US,1706492650
445,carutapera,-1.195,-46.02,299.15,88,99,2.54,BR,1706492651
446,ebeltoft,56.1944,10.6821,278.16,70,100,4.12,DK,1706492652
447,boda,4.3189,17.4695,294.91,29,20,1.78,CF,1706492653
448,ixtapa,20.7,-105.2,297.72,83,75,2.06,MX,1706492654
449,uturoa,-16.7333,-151.4333,301.36,79,74,3.76,PF,1706492655
450,bukittinggi,-0.3091,100.3706,295.58,77,67,1.82,ID,1706492656
451,okhotsk,59.3833,143.3,251.66,74,63,5.18,RU,1706492657
452,santiago,-33.4569,-70.6483,300.01,49,0,5.66,CL,1706492561
453,itamaraca,-7.7478,-34.8256,301.18,82,94,3.05,BR,1706492658
454,punta del este,-34.9667,-54.95,295.21,78,0,4.12,UY,1706492505
455,twin falls,42.3505,-114.6445,277.56,87,0,2.06,US,1706492660
456,bhimunipatnam,17.8833,83.4333,290.88,76,50,1.92,IN,1706492661
457,puerto santa,-8.9906,-78.6456,297.34,81,100,3.76,PE,1706492429
458,anchorage,61.2181,-149.9003,257.41,81,100,2.57,US,1706492625
459,port hedland,-20.3167,118.5667,303.18,66,40,7.2,AU,1706492655
460,rosario del tala,-32.3029,-59.1455,296.1,52,8,2.74,AR,1706492665
461,fort saskatchewan,53.7168,-113.2187,277.7,80,10,3.58,CA,1706492665
462,kashmor,28.4333,69.5833,287.01,30,17,4.15,PK,1706492666
463,prince rupert,54.3161,-130.3201,284.2,87,100,12.86,CA,1706492667
464,sao francisco,-15.9486,-44.8644,294.38,99,76,2.47,BR,1706492668
465,bandarbeyla,9.4942,50.8122,297.85,86,93,2.89,SO,1706492669
466,yima,34.7381,111.8839,275.86,43,0,1.68,CN,1706492670
467,scarborough,54.2797,-0.4044,283.51,88,100,0.45,GB,1706492671
468,egilsstadir,65.2653,-14.3948,271.1,59,0,10.29,IS,1706492672
469,aanekoski,62.6946,25.818,275.75,100,100,6.79,FI,1706492673
470,abra pampa,-22.7205,-65.697,284.64,68,85,5.24,AR,1706492674
471,kalachinsk,55.0529,74.5751,257.46,97,96,3.42,RU,1706492675
472,salem,11.65,78.1667,294.06,87,56,1.55,IN,1706492676
473,madras,13.0878,80.2785,296.14,83,20,0.0,IN,1706492387
474,salida,37.7058,-121.0849,292.07,70,0,0.0,US,1706492677
475,mashhad,36.297,59.6062,277.23,81,75,0.0,IR,1706492679
476,cill airne,52.05,-9.5167,277.69,93,100,1.52,IE,1706492680
477,kelibia,36.8476,11.0939,281.29,100,20,0.51,TN,1706492681
478,motueka,-41.1333,173.0167,298.2,36,1,3.17,NZ,1706492682
479,mhamid,29.82,-5.72,286.2,20,31,2.85,MA,1706492684
480,auki,-8.7676,160.7034,299.44,89,100,6.66,SB,1706492684
481,turbat,26.0023,63.044,292.59,89,100,0.34,PK,1706492686
482,bad munder am deister,52.1955,9.4642,280.83,97,93,3.39,DE,1706492687
483,dzhetygara,52.1908,61.2006,249.55,100,73,1.66,KZ,1706492688
484,bengbu,32.9408,117.3608,279.27,45,100,3.22,CN,1706492689
485,timaru,-44.4,171.25,294.3,64,0,2.68,NZ,1706492690
486,port-vila,-17.7338,168.3219,302.93,66,75,2.57,VU,1706492690
487,nago,26.5881,127.9761,292.62,53,19,4.27,JP,1706492691
488,dabeiba,7.0017,-76.2672,297.96,96,90,1.09,CO,1706492692
489,paracuru,-3.41,-39.0306,302.1,80,91,5.38,BR,1706492693
490,saint-philippe,-21.3585,55.7679,296.92,86,54,2.32,RE,1706492694
491,acapulco de juarez,16.8634,-99.8901,301.05,74,40,3.6,MX,1706492695
492,zhanaozen,43.3,52.8,273.12,98,100,3.52,KZ,1706492696
493,lincoln city,44.9582,-124.0179,289.74,99,100,1.34,US,1706492696
494,petropavlovsk-kamchatsky,53.0452,158.6483,265.48,68,0,4.0,RU,1706492697
495,heyuan,23.7333,114.6833,284.19,85,100,1.13,CN,1706492698
496,retreat,38.8245,-85.8533,278.14,82,100,4.02,US,1706492699
497,neelankarai,12.9455,80.2575,296.18,83,20,0.0,IN,1706492700
498,benidorm,38.5382,-0.131,287.47,72,100,4.76,ES,1706492701
499,zakamensk,50.3741,103.2863,252.88,98,96,0.52,RU,1706492702
500,flying fish cove,-10.4217,105.6791,301.97,78,75,4.12,CX,1706492702
501,acarau,-2.8856,-40.12,300.95,80,93,6.62,BR,1706492703
502,greenland,43.0362,-70.8328,274.88,92,100,2.06,US,1706492704
503,al jahra',29.3375,47.6581,287.94,46,51,2.5,KW,1706492705
504,xiva,41.3783,60.3639,271.14,86,100,5.23,UZ,1706492706
505,pushkinskiye gory,57.0209,28.9103,273.73,93,100,4.07,RU,1706492707
506,suntar,62.1444,117.6319,231.22,100,82,1.15,RU,1706492708
507,ambon,-3.6954,128.1814,306.23,55,40,4.12,ID,1706492709
508,kerema,-7.9631,145.7785,304.0,61,95,2.49,PG,1706492710
509,ar ruways,24.1103,52.7306,292.47,60,22,5.79,AE,1706492711
510,geraldton,-28.7667,114.6,299.38,50,0,2.57,AU,1706492712
511,brisas de zicatela,15.8369,-97.0419,300.44,61,0,2.57,MX,1706492713
512,great falls,47.5002,-111.3008,286.4,56,0,9.26,US,1706492714
513,manali,13.1667,80.2667,296.2,73,78,3.98,IN,1706492715
514,colonel hill,22.7667,-74.2167,298.44,74,0,4.35,BS,1706492716
515,dunedin,-45.8742,170.5036,291.62,64,0,3.6,NZ,1706492717
516,fortuna,40.5982,-124.1573,291.44,85,0,0.0,US,1706492449
517,martapura,-3.4167,114.85,301.2,83,0,1.03,ID,1706492719
518,maryville,35.7565,-83.9705,279.83,84,100,5.14,US,1706492719
519,antalaha,-14.9003,50.2788,296.84,91,63,2.26,MG,1706492720
520,el kala,36.8956,8.4433,284.76,81,13,3.56,DZ,1706492721
521,khorixas,-20.3667,14.9667,296.09,47,100,3.93,NA,1706492722
522,el granada,37.5027,-122.4694,292.47,71,0,2.06,US,1706492723
523,strezhevoy,60.7333,77.5889,258.69,95,100,2.68,RU,1706492725
524,ghat,24.9647,10.1728,284.19,53,0,2.12,LY,1706492726
525,smithers,54.7804,-127.1743,276.33,93,100,2.57,CA,1706492727
526,papao,-17.75,-149.55,304.97,77,73,1.96,PF,1706492728
527,raduzhny,62.0961,77.475,257.65,96,100,2.56,RU,1706492729
528,betio village,1.358,172.9211,304.17,67,82,6.49,KI,1706492729
529,changanacheri,9.4667,76.55,294.8,78,8,1.17,IN,1706492730
530,bridgewater,44.3835,-64.5155,273.97,92,100,2.06,CA,1706492731
531,haifa,32.8156,34.9892,283.82,88,82,2.75,IL,1706492732
532,kailua-kona,19.6406,-155.9956,301.13,77,40,8.75,US,1706492733
533,callao,-12.0667,-77.15,301.88,65,0,4.63,PE,1706492734
534,arkalyk,50.2486,66.9114,254.77,99,86,4.03,KZ,1706492735
535,mutuali,-14.8706,37.0044,292.14,89,0,1.08,MZ,1706492736
536,aykhal,66.0,111.5,248.05,57,96,3.07,RU,1706492736
537,puerto armuelles,8.2833,-82.8667,303.14,67,75,0.45,PA,1706492737
538,miyako,39.6367,141.9525,279.18,50,8,1.32,JP,1706492738
539,lazaro cardenas,17.9583,-102.2,298.48,74,100,2.57,MX,1706492526
540,sal rei,16.1833,-22.9167,295.78,76,5,6.57,CV,1706492741
541,jianshui,23.6363,102.8264,283.86,92,100,1.65,CN,1706492742
542,magistral'nyy,56.1725,107.4458,236.13,100,100,0.34,RU,1706492743
543,neufchatel-en-bray,49.7332,1.4396,279.66,92,100,3.43,FR,1706492743
544,popondetta,-8.7537,148.2534,303.26,67,97,1.91,PG,1706492744
545,gao,16.6362,1.637,290.28,18,0,5.12,ML,1706492745
546,jindrichuv hradec,49.144,15.003,272.45,88,3,0.89,CZ,1706492746
547,villa gesell,-37.2639,-56.973,294.29,82,100,6.14,AR,1706492747
548,midvagur,62.0511,-7.1939,276.61,81,75,12.35,FO,1706492748
549,huntsville,34.7304,-86.5861,280.04,87,100,6.69,US,1706492625
550,north liberty,41.7492,-91.598,273.33,95,100,4.63,US,1706492750
551,vila velha,-20.3297,-40.2925,299.12,95,100,1.54,BR,1706492750
552,las tablas,7.7667,-80.2833,298.25,99,19,8.9,PA,1706492751
553,kromy,52.6876,35.7667,256.29,100,100,0.76,RU,1706492752
554,san antonio de pale,-1.4014,5.6325,300.96,76,79,3.03,GQ,1706492753
555,las palmas,28.4204,-14.0131,288.59,42,0,1.03,ES,1706492754
556,roxas,11.5853,122.7511,298.23,74,100,7.32,PH,1706492755
557,hadibu,12.65,54.0333,297.43,78,91,2.82,YE,1706492756
558,shahr-e babak,30.1165,55.1186,276.54,63,61,2.42,IR,1706492757
559,eaton rapids,42.5092,-84.6558,275.51,85,100,3.09,US,1706492758
560,tena,-0.9833,-77.8167,295.71,96,98,1.33,EC,1706492759
561,dakhla,23.6848,-15.958,292.67,47,0,3.41,EH,1706492760
562,cozumel,20.5083,-86.9458,297.19,84,100,6.69,MX,1706492761
563,tefe,-3.3542,-64.7114,296.3,99,100,1.31,BR,1706492762
564,el bauga,18.262,33.9081,287.88,33,100,5.51,SD,1706492763
565,pisco,-13.7,-76.2167,298.18,78,0,6.69,PE,1706492764
566,varde,55.6211,8.4807,279.11,84,100,6.17,DK,1706492765
567,umluj,25.0213,37.2685,290.95,60,100,4.84,SA,1706492765
